,Unnamed: 0,id,first_name,last_name,full_name
520,520,1629622,Max,Strus,Max Strus
521,521,1630591,Jalen,Suggs,Jalen Suggs
522,522,1631306,Cole,Swider,Cole Swider
523,523,1630256,Jae'Sean,Tate,Jae'Sean Tate
524,524,1628369,Jayson,Tatum,Jayson Tatum
525,525,1630678,Terry,Taylor,Terry Taylor
526,526,202066,Garrett,Temple,Garrett Temple
527,527,1631207,Dalen,Terry,Dalen Terry
528,528,1628464,Daniel,Theis,Daniel Theis
529,529,1630271,Brodric,Thomas,Brodric Thomas
530,530,1630560,Cam,Thomas,Cam Thomas
531,531,1641708,Amen,Thompson,Amen Thompson
532,532,1641709,Ausar,Thompson,Ausar Thompson
533,533,1630679,Ethan,Thompson,Ethan Thompson
534,534,202691,Klay,Thompson,Klay Thompson
535,535,202684,Tristan,Thompson,Tristan Thompson
536,536,1630550,JT,Thor,JT Thor
537,537,1629680,Matisse,Thybulle,Matisse Thybulle
538,538,1630214,Xavier,Tillman,Xavier Tillman
539,539,1642260,Nikola,Topić,Nikola Topić
540,540,1631210,Jacob,Toppin,Jacob Toppin
541,541,1630167,Obi,Toppin,Obi Toppin
542,542,1626157,Karl-Anthony,Towns,Karl-Anthony Towns
543,543,1642422,Armel,Traoré,Armel Traoré
544,544,1631247,Luke,Travers,Luke Travers
545,545,1629018,Gary,Trent Jr.,Gary Trent Jr.
546,546,1631131,Oscar,Tshiebwe,Oscar Tshiebwe
547,547,1630733,Jordan,Tucker,Jordan Tucker
548,548,200782,P.J.,Tucker,P.J. Tucker
549,549,1626167,Myles,Turner,Myles Turner
550,550,1641816,Hunter,Tyson,Hunter Tyson
551,551,1642281,Jaylon,Tyson,Jaylon Tyson
552,552,1630649,Stanley,Umude,Stanley Umude
553,553,202685,Jonas,Valančiūnas,Jonas Valančiūnas
554,554,1627832,Fred,VanVleet,Fred VanVleet
555,555,1629020,Jarred,Vanderbilt,Jarred Vanderbilt
556,556,1630170,Devin,Vassell,Devin Vassell
557,557,1629216,Gabe,Vincent,Gabe Vincent
558,558,1641774,Tristan,Vukcevic,Tristan Vukcevic
559,559,202696,Nikola,Vučević,Nikola Vučević
560,560,1629731,Dean,Wade,Dean Wade
561,561,1630532,Franz,Wagner,Franz Wagner
562,562,1629021,Moritz,Wagner,Moritz Wagner
563,563,1631133,Jabari,Walker,Jabari Walker
564,564,1641716,Jarace,Walker,Jarace Walker
565,565,1629022,Lonnie,Walker IV,Lonnie Walker IV
566,566,1641717,Cason,Wallace,Cason Wallace
567,567,1630811,Keaton,Wallace,Keaton Wallace
568,568,1641775,Jordan,Walsh,Jordan Walsh
569,569,1642266,Ja'Kobe,Walter,Ja'Kobe Walter
570,570,1642276,Kel'el,Ware,Kel'el Ware
571,571,203933,T.J.,Warren,T.J. Warren
572,572,1629023,P.J.,Washington,P.J. Washington
573,573,1631102,TyTy,Washington Jr.,TyTy Washington Jr.
574,574,1630322,Lindy,Waters III,Lindy Waters III
575,575,1630570,Trendon,Watford,Trendon Watford
576,576,1641817,Anton,Watson,Anton Watson
577,577,1631212,Peyton,Watson,Peyton Watson
578,578,1642377,Jaylen,Wells,Jaylen Wells
579,579,1641705,Victor,Wembanyama,Victor Wembanyama
580,580,1631104,Blake,Wesley,Blake Wesley
581,581,201566,Russell,Westbrook,Russell Westbrook
582,582,1629632,Coby,White,Coby White
583,583,1628401,Derrick,White,Derrick White
584,584,1641727,Dariq,Whitehead,Dariq Whitehead
585,585,1641715,Cam,Whitmore,Cam Whitmore
586,586,1630598,Aaron,Wiggins,Aaron Wiggins
587,587,203952,Andrew,Wiggins,Andrew Wiggins
588,588,1631214,Alondes,Williams,Alondes Williams
589,589,1630314,Brandon,Williams,Brandon Williams
590,590,1642262,Cody,Williams,Cody Williams
591,591,1629684,Grant,Williams,Grant Williams
592,592,1631114,Jalen,Williams,Jalen Williams
593,593,1631119,Jaylin,Williams,Jaylin Williams
594,594,1629026,Kenrich,Williams,Kenrich Williams
595,595,1631109,Mark,Williams,Mark Williams
596,596,1631466,Nate,Williams,Nate Williams
597,597,1630172,Patrick,Williams,Patrick Williams
598,598,1630533,Ziaire,Williams,Ziaire Williams
599,599,1629057,Robert,Williams III,Robert Williams III
600,600,1631246,Vince,Williams Jr.,Vince Williams Jr.
601,601,1629627,Zion,Williamson,Zion Williamson
602,602,1630592,Jalen,Wilson,Jalen Wilson
603,603,1630164,James,Wiseman,James Wiseman
604,604,1626174,Christian,Wood,Christian Wood
605,605,1642473,Moses,Wood,Moses Wood
606,606,1626153,Delon,Wright,Delon Wright
607,607,1627824,Guerschon,Yabusele,Guerschon Yabusele
608,608,1642385,Cui,Yongxi,Cui Yongxi
609,609,1629027,Trae,Young,Trae Young
610,610,203469,Cody,Zeller,Cody Zeller
611,611,1627826,Ivica,Zubac,Ivica Zubac
612,612,1641783,Tristan,da Silva,Tristan da Silva
613,613,1628427,Vlatko,Čančar,Vlatko Čančar
614,614,203967,Dario,Šarić,Dario Šarić
